"Game Reference Key","Notes","Displayed Text","Alternate Text","Frequency","Requires Suffix","Misc."
"receive a |value%|% discount on all shop items","Receive a |value%|% discount on all shop items",Získejte |value%|% slevu na všechny položky v obchodě,,,,"11:49 05/09/2022"
"citizens are |value%|% more likely to share information for free","Citizens are |value%|% more likely to share information for free",Občané jsou |value%|% náchylnější ke sdílení informací zdarma,,,,"11:49 05/09/2022"
"you can now no longer get cold","You can now no longer get cold",Nyní již nemůžete prochladnout,,,,"11:49 05/09/2022"
"alter height by |value%|%","Alter height by |value%|%",Změna výšky o |value%|%,,,,"11:49 05/09/2022"
"increase maximum health by |value%|%","Increase maximum health by |value%|%",Zvýšení maximálního zdraví o |value%|%,,,,"11:49 05/09/2022"
"increase power of punches by |value%|%","Increase power of punches by |value%|%",Zvýšení síly úderu o |value%|%,,,,"11:49 05/09/2022"
"increase throwing power by |value%|%","Increase throwing power by |value%|%",Zvýšení vrhači síly o |value%|%,,,,"11:49 05/09/2022"
"when taking damage, the first impact's damage is negated","When taking damage, the first impact's damage is negated",Při poškození je poškození způsobené prvním nárazem negováno.,,,,"11:49 05/09/2022"
"barging doors now always takes only one attempt","Barging doors now always takes only one attempt",Vypáčení dveří nyní trvá vždy jen jeden pokus,,,,"11:49 05/09/2022"
"remove all fall damage","Remove all fall damage",Odstranění všech poškození způsobených pádem,,,,"11:49 05/09/2022"
"an advanced visual id system linked to an external citizen database allows aqusition of personal data to be exactacted from citizen mugshots. you will now know exact citizen height from photo data.","An advanced visual ID system linked to an external citizen database allows aqusition of personal data to be exactacted from citizen mugshots. You will now know exact citizen height from photo data.",Pokročilý vizuální identifikační systém propojený s externí databází občanů umožňuje exaktně zjistit osobní údaje z fotografií občanů. Nyní budete znát přesnou výšku občana z údajů na fotografii.,,,,"11:49 05/09/2022"
"an advanced visual id system linked to an external citizen database allows aqusition of personal data to be exactacted from citizen mugshots. you will now know citizen salary from photo data.","An advanced visual ID system linked to an external citizen database allows aqusition of personal data to be exactacted from citizen mugshots. You will now know citizen salary from photo data.",Pokročilý vizuální identifikační systém propojený s externí databází občanů umožňuje exaktně zjistit osobní údaje z fotografií občanů. Nyní budete znát plat občana z údajů na fotografii.,,,,"11:49 05/09/2022"
"gain a passive income of |city.currency||value| every 2 hours","Gain a passive income of |city.currency||value| every 2 hours",Získání pasivního příjmu |city.currency||value| každé 2 hodiny,,,,"11:49 05/09/2022"
"gain |city.currency||value| by installing data mining software on crunchers.","Gain |city.currency||value| by installing data mining software on crunchers.",Získejte |city.currency||value| instalaci softwaru pro dolování dat na crunchery.,,,,"11:49 05/09/2022"
"medical care is now covered; reduce medical costs from involuntary hospital visits by |value%|%.","Medical care is now covered; reduce medical costs from involuntary hospital visits by |value%|%.",Lékařská péče je nyní hrazena; snížení nákladů na zdravotní péči v důsledku nedobrovolných návštěv nemocnice o |value%|%.,,,,"11:49 05/09/2022"
"legal fees are now covered; you will not lose any stolen items you may possess upon involuntary hospital visits with a value of up to |city.currency||value|.","Legal fees are now covered; you will not lose any stolen items you may possess upon involuntary hospital visits with a value of up to |city.currency||value|.","Nyní jsou hrazeny soudní poplatky; nepřijdete o žádné odcizené věci, které můžete mít při nedobrovolné návštěvě nemocnice v hodnotě až |city.currency||value|.",,,,"11:49 05/09/2022"
"suffered from an accident that was not your fault? covers medical costs and credits |city.currency||value| to your account for an involuntary hospital visit. maximum payout once per day.","Suffered from an accident that was not your fault? Covers medical costs and credits |city.currency||value| to your account for an involuntary hospital visit. Maximum payout once per day.","Stala se vám nehoda, kterou jste nezavinili? Kryje léčebné výlohy a připisuje na váš účet |city.currency|||value| za nedobrovolnou návštěvu nemocnice. Maximální výplata jednou denně.",,,,"11:49 05/09/2022"
"gain |city.currency||value| for telling someone about starch kola products, based on their response","Gain |city.currency||value| for telling someone about Starch Kola products, based on their response","Zisk |city.currency||value| za to, že někomu řeknete o produktech Starch Kola, na základě jeho reakce",,,,"11:49 05/09/2022"
"gain |city.currency||value| for giving citizens starch kola products","Gain |city.currency||value| for giving citizens Starch Kola products",Zisk |city.currency||value| za předání výrobku Starch Kola občanům,,,,"11:49 05/09/2022"
"a one-off payment of |city.currency||value| will be credited to your account. disclaimer: uninstall cost is |city.currency||uninstallcost|. consumption of starch kola products will reduce the uninstall cost by |city.currency|5, consumption of competitor products will increase it by |city.currency|1.","A one-off payment of |city.currency||value| will be credited to your account. Disclaimer: Uninstall cost is |city.currency||uninstallcost|. Consumption of starch kola products will reduce the uninstall cost by |city.currency|5, consumption of competitor products will increase it by |city.currency|1.","Na váš účet bude připsána jednorázová platba ve výši |city.currency||value|. Odmítnutí odpovědnosti: Náklady na odinstalaci jsou |city.currency||uninstallcost|. Spotřeba výrobků ze Starch Kola sníží náklady na odinstalaci o |city.currency|5, spotřeba konkurenčních výrobků je zvýší o |city.currency|1.",,,,"11:49 05/09/2022"
"spread the word!","Spread the word!",Šiřte tuto informaci dál!,,,,"11:49 05/09/2022"
"increase money gained by |city.currency||upgradevalue|","Increase money gained by |city.currency||upgradevalue|",Zvýšení získaných peněz o |city.currency||upgradevalue|,,,,"11:49 05/09/2022"
"put some life into it!","Put some life into it!",Vložte do něj trochu života!,,,,"11:49 05/09/2022"
"lockpicker","Lockpicker",Lockpicker,,,,"11:49 05/09/2022"
"resourceful","Resourceful",Vynalézavý,,,,"11:49 05/09/2022"
"invisible","Invisible",Neviditelný,,,,"11:49 05/09/2022"
"allure","Allure",Allure,,,,"11:49 05/09/2022"
"receive a further |upgradevalue%|% discount on all shop items","Receive a further |upgradevalue%|% discount on all shop items",Získejte další |upgradevalue%|% slevu na všechny položky v obchodě,,,,"11:49 05/09/2022"
"charm","Charm",Okouzlení,,,,"11:49 05/09/2022"
"citizens are a further |upgradevalue%|% more likely to share information for free","Citizens are a further |upgradevalue%|% more likely to share information for free",Občané s další |upgradevalue%|% větší pravděpodobností sdílejí informace zdarma,,,,"11:49 05/09/2022"
"invasion of privacy means citizens are 25% less likely to share information for free","Invasion of privacy means citizens are 25% less likely to share information for free","Narušení soukromí znamená, že občané o 25 % méně sdílejí informace zdarma.",,,,"11:49 05/09/2022"
"physiological perception","Physiological Perception",Fyziologické vnímání,,,,"11:49 05/09/2022"
"you will now know citizen age from photo data","You will now know citizen age from photo data",Věk občana nyní zjistíte z údajů na fotografii,,,,"11:49 05/09/2022"
"socioeconomic perception","Socioeconomic Perception",Socioekonomické vnímání,,,,"11:49 05/09/2022"
"you will now know citizen relationship status from looking at them","You will now know citizen relationship status from looking at them",Při pohledu na ně nyní poznáte stav vztahů občanů.,,,,"11:49 05/09/2022"
"you will now know citizen shoe size from photo data","You will now know citizen shoe size from photo data",Nyní poznáte velikost obuvi občana na základě údajů z fotografie,,,,"11:49 05/09/2022"
"you will now know how much money a citizen is carrying by looking at them","You will now know how much money a citizen is carrying by looking at them","Při pohledu na občana nyní zjistíte, kolik peněz má u sebe.",,,,"11:49 05/09/2022"
"remove the side effect from this disk","Remove the side effect from this disk",Odstranění vedlejšího účinku z tohoto disku,,,,"11:49 05/09/2022"
"upgrade","Upgrade",Upgrade,,,,"11:49 05/09/2022"
"side effect","Side Effect",Vedlejší účinek,,,,"11:49 05/09/2022"
"urbex cartographer","Urbex Cartographer",Urbex Cartographer,,,,"11:49 05/09/2022"
"crawlspace engineer","Crawlspace Engineer",Crawlspace Engineer,,,,"11:49 05/09/2022"
"cash flow","Cash Flow",Peněžní toky,,,,"11:49 05/09/2022"
"increase passive income by a further |city.currency||upgradevalue|","Increase passive income by a further |city.currency||upgradevalue|",Zvýšení pasivního příjmu o další |city.currency||upgradevalue|,,,,"11:49 05/09/2022"
"competitor data mining","Competitor Data Mining",Vytěžování dat konkurence,,,,"11:49 05/09/2022"
"receive double income for installing software on business owner crunchers at their workplace","Receive double income for installing software on business owner crunchers at their workplace",Získejte dvojnásobný příjem za instalaci softwaru na pracovišti majitele firmy.,,,,"11:49 05/09/2022"
"increase money gained by data mining installs by a further |upgradevalue|","Increase money gained by data mining installs by a further |upgradevalue|",Zvýšení peněz získaných instalaci data miningu o další |upgradevalue|,,,,"11:49 05/09/2022"
"food hygeine inspector","Food Hygeine Inspector",Inspektor hygieny potravin,,,,"11:49 05/09/2022"
"increase max cash gained by |city.currency||upgradevalue|","Increase max cash gained by |city.currency||upgradevalue|",Zvýšit maximální získanou hotovost o |city.currency||upgradevalue|,,,,"11:49 05/09/2022"
"sanitary hygeine inspector","Sanitary Hygeine Inspector",Inspektor hygieny,,,,"11:49 05/09/2022"
"gold medical cover","Gold Medical Cover",Zlaté zdravotní pojištění,,,,"11:49 05/09/2022"
"hospital care is now free","Hospital care is now free",Nemocniční péče je nyní zdarma,,,,"11:49 05/09/2022"
"gold legal cover","Gold Legal Cover",Zlaty právní kryt,,,,"11:49 05/09/2022"
"increase stolen item value cover by |city.currency||upgradevalue|","Increase stolen item value cover by |city.currency||upgradevalue|",Zvýšení krytí hodnoty ukradeného předmětu o |city.currency||upgradevalue|,,,,"11:49 05/09/2022"
"gold accident cover","Gold Accident Cover",Zlaté úrazové pojištění,,,,"11:49 05/09/2022"
"increased payout gained from accidents by |city.currency||upgradevalue|","Increased payout gained from accidents by |city.currency||upgradevalue|",Zvýšení výplaty z nehod o |city.currency||upgradevalue|,,,,"11:49 05/09/2022"
"wake up in your own bed after being kncoked out, if available","Wake up in your own bed after being kncoked out, if available","Probudit se ve vlastní posteli po uspání, pokud je to možné.",,,,"11:49 05/09/2022"
"power","Power",Napájení,,,,"11:49 05/09/2022"
"stability","Stability",Stabilita,,,,"11:49 05/09/2022"
"clout","Clout",Clout,,,,"11:49 05/09/2022"
"it is no longer possible to get the 'bleeding' status effect","It is no longer possible to get the 'Bleeding' status effect",Již není možné získat stavový efekt 'Krvácení'.,,,,"11:49 05/09/2022"
"brawn","Brawn",Brawn,,,,"11:49 05/09/2022"
"improve reach by |upgradevalue%|%","Improve reach by |upgradevalue%|%",Zlepšení dosahu o |upgradevalue%|%,,,,"11:49 05/09/2022"
"reflexes","Reflexes",Reflexe,,,,"11:49 05/09/2022"
"taking damage gives you the 'focused' status effect","Taking damage gives you the 'Focused' status effect",Poškození vám způsobí stavový efekt 'Focused'.,,,,"11:49 05/09/2022"
"increase power of punches by a further |upgradevalue%|%","Increase power of punches by a further |upgradevalue%|%",Zvýšení síly úderu o další |upgradevalue%|%,,,,"11:49 05/09/2022"
"further increase throwing power by |upgradevalue%|%","Further increase throwing power by |upgradevalue%|%",Další zvýšení vrhači síly o |upgradevalue%|%,,,,"11:49 05/09/2022"
"it is no longer possible to get broken bones or become bruised","It is no longer possible to get broken bones or become bruised",Už není možné mít zlomené kosti nebo se pohmoždit.,,,,"11:49 05/09/2022"
"increase the perceived threat of raising your fists in combat by |upgradevalue%|%","Increase the perceived threat of raising your fists in combat by |upgradevalue%|%",Zvyšuje vnímanou hrozbu zvednutí pěsti v boji o |upgradevalue%|%.,,,,"11:49 05/09/2022"
"holding objects infront of you can block |upgradevalue%|% of damage from incoming bullets","Holding objects infront of you can block |upgradevalue%|% of damage from incoming bullets",Držením předmětů před sebou můžete blokovat |upgradevalue%|% poškození od přilétajících střel,,,,"11:49 05/09/2022"
"take |value%|% damage from all sources","Take |value%|% damage from all sources",Přijmout |value%|% poškození ze všech zdrojů,,,,"11:49 05/09/2022"
"chemistry","Chemistry",Chemie,,,,"11:49 05/09/2022"
"you can now no longer get smelly","You can now no longer get smelly",Nyní již nemůžete být zapáchající,,,,"11:49 05/09/2022"
"cardiovascular","Cardiovascular",Kardiovaskulární,,,,"11:49 05/09/2022"
"increase inventory capacity by |upgradevalue|","Increase inventory capacity by |upgradevalue|",Zvýšení kapacity zásob o |upgradevalue|,,,,"11:49 05/09/2022"
"you can now no longer get tired","You can now no longer get tired",Nyní se již nemůžete unavit,,,,"11:49 05/09/2022"
"fortitude","Fortitude",Fortitude,,,,"11:49 05/09/2022"
"increase health regeneration by a further |upgradevalue%|%","Increase health regeneration by a further |upgradevalue%|%",Zvýšení regenerace zdraví o dalších |upgradevalue%|%,,,,"11:49 05/09/2022"
"vitality","Vitality",Vitalita,,,,"11:49 05/09/2022"
"care in the community","Care in the Community",Péče v komunitě,,,,"11:49 05/09/2022"
"recieve a further |upgradevalue%|% more money for completing side jobs","Recieve a further |upgradevalue%|% more money for completing side jobs",Získejte další |upgradevalue%|% více peněz za dokončení vedlejších zakázek,,,,"11:49 05/09/2022"
"heavy lifter","Heavy Lifter",Těžký zvedák,,,,"11:49 05/09/2022"
"rogue","Rogue",Rogue,,,,"11:49 05/09/2022"
"increase time citizens are knocked out by further |upgradevalue%|%","Increase time citizens are knocked out by further |upgradevalue%|%","Zvýšení času, kdy jsou občané vyřazeni, o další |upgradevalue%|%",,,,"11:49 05/09/2022"
"hacker","Hacker",Hacker,,,,"11:49 05/09/2022"
"increase time security systems are disabled by breaker switches by a further |upgradevalue%|%","Increase time security systems are disabled by breaker switches by a further |upgradevalue%|%",Prodloužení doby vypnutí bezpečnostních systémů pomocí vypínačů o dalších |upgradevalue%|%.,,,,"11:49 05/09/2022"
"non consumption of starch kola products will result in blurred vision and poor health.","Non consumption of starch kola products will result in blurred vision and poor health.",Nekonzumace výrobků ze škrobové koly má za následek rozmazané vidění a špatný zdravotní stav.,,,,"11:49 05/09/2022"
"down payment","Down Payment",Záloha,,,,"11:49 05/09/2022"
"reduce the uninstall cost by |city.currency||upgradevalue|","Reduce the uninstall cost by |city.currency||upgradevalue|",Snížení nákladů na odinstalaci o |city.currency||upgradevalue|,,,,"11:49 05/09/2022"
"mailing list","Mailing List",Poštovní seznam,,,,"11:49 05/09/2022"
"safecacker","Safecracker",Safecracker,,,,"11:49 10/10/2022"
"street cleaner","Street Cleaner",Čistič ulic,,,,"11:49 05/09/2022"
"increase cash gained by |city.currency||upgradevalue|","Increase cash gained by |city.currency||upgradevalue|",Zvýšení získané hotovosti o |city.currency||upgradevalue|,,,,"11:49 05/09/2022"
"bookworm","Bookworm",Knihomol,,,,"11:49 05/09/2022"
"get a cash bonus of |city.currency||upgradevalue| for reading all books in a series","Get a cash bonus of |city.currency||upgradevalue| for reading all books in a series",Získejte peněžní bonus |city.currency|||upgradevalue| za přečtení všech knih ze série,,,,"11:49 05/09/2022"
"the other non-upgraded configuration(s) of this sync disk is active","The other non-upgraded configuration(s) of this sync disk is active",Ostatní neaktualizované konfigurace tohoto Sync disku jsou aktivní.,,,,"11:49 05/09/2022"
"statuesque","Statuesque",Sochařská,,,,"11:49 05/09/2022"
"alter height by a further |upgradevalue%|%","Alter height by a further |upgradevalue%|%",Změňte výšku o další |upgradevalue%|%,,,,"11:49 05/09/2022"
"compact","Compact",Kompaktní,,,,"11:49 05/09/2022"
"kaizen-doveplus",,Kaizen-VLove Plus,,,,"11:24 30/01/2024"
